id,review,label,confidence
363,I go to the eegees on st marys maybe twice a week or so. They're great there. The employees are friendly. The food is almost always on point. But there have been a few times where they've messed it up- but when I go back they fix it with a smile. Their fries are always made to order so they're always fresh. I just wish they'd even out their fizz drinks  about half the time you only get like a squirt of soda. And it would be cool if they had more flavors of their slushees. But the restaurant is super clean  as well as the bathrooms  you can see right into the kitchen and see it's just as clean- all their employees wear masks too.,Suggestion,0.9
364,I've been here about 10 times. Every single time I've been here the staff seems to be upset with my presence. No matter who I'm with or how I am. Every time since day one. Even the waitresses that are completely fake nice  you can tell they are secretly plotting your death. Food is pretty good although a bit overpriced in my opinion. Atmosphere is all right. Beer- eh. Pretty loud in there too. like they could use some sound baffling. Props on having shuffle board and pool. My least favorite part of this place is the stuffed bear. Not because of animal rights or anything but because it's completely in the way and I bump into it every time I go to the bathroom. Pretty gross cause I'm sure everyone else does it too. Covid super spreader right there. All this being said I'll probably definitely go back. But maybe in a few months.,Complaint,0.9
365,I'm from ND but my friend that lives here said we had go here for supper cause it was so good  she was not wrong!! My food was so amazing (I got something with Bolognese) and she loved hers too (chicken Marsala)! The only problems I had was it was pretty cramped in there and our waiter was in such a hurry it kind of gave us anxiety! Would recommend though!!,Complaint,0.85
366,"2nd visit. First was a Yelp sponsored event. The $5.00 (small pitcher) before 5 is a definite pull for me. I tried the tomato soup this visit. Very good. Not like the milk based I grew up with back east. More of a Mediterranean style which I now prefer. Was not aware you can order individual board items  $4 ea  we ordered artichoke toast great  and second time ordering the Tuna sandwich w chips. My only criticism is the same Tuna w chips we ordered at the Yelp event was ""stuffed "" w tuna and piled high w chips. Not so today. Lots of bread and few chips to share. Likely to return for $5 before 5 and homemade soups.",Complaint,0.85
367,"This is a new Burmese/Thai/sushi restaurant on Northside of town across from North Central high-school. Cute little restaurant  clean  very atune service. Food was good. Got fried spring rolls  steamed chicken dumplings  pad ka prao minced chicken  and Burmese curry noodle soup. The soup was certainly the highlight of the meal. Very similar ingredients to a kao soi but no crunchy rice noodles and a thinner  ""soupier"" broth. Reminded me of consistency of a Tom kha soup. It was exceptional. The pad ka prao is sliced meat here but they made it thai style by request by mincing meat. The entree comes with side of jasmine rice topped with fried egg. The stir fry was good  not overly sweet or overly basil flavored. It is in the middle of pack as far as this particular dish goes around indy metro. The spring rolls and dumplings were both fair as well. Definitely will be back to try more entrees  menu items to gather better opinion. Great to have another thai spot in metro.",Neutral,0.85
368,Good late night stop. Clean and efficient  we got a couple rolls  they weren't the best but def ok for the convenience of location. Kinda pricey  but again  very convenient. I think they have karaoke some nights as well,Neutral,0.85
369,Very beautiful restaurant. It's pretty much an upscale pho restaurant. The pho was actually pretty good for a suburban area. A great place to get pho if you don't want to drive to Philly and deal with the vaccine mandate or just don't want to go to Philly in general. Probably the best authentic pho I had outside of Philly. They're generous with their meats and noodles. The broth was a little lacking to me but nothing a little bit of fish sauce and hoisin/sriracha couldn't fix. I would also recommend their summer rolls. It was so fresh and now those were the best summer rolls I've ever had. I would definitely come back for them! I didn't try their Japanese cuisine but it was pretty much just sushi. A little bit on the pricey side but they have uni and toro! Now that's legit. Try them out if you like pho and sushi,Neutral,0.85
370,Always fresh and homemade items on the menu daily reminds you of that home cook meal your mom would make!,Neutral,0.95
371,Not bad for a sports bar. It's loud in here but that's warranted. The food was pretty good can't even front. I wasn't expecting it to be honestly but it was! Hubby got a burger and I got a chicken sandwich. We got wings for starters. He also got some chili  which he said was awesome. Didn't get to take pics of the wings cuz we gobbled them up before I thought about my camera lol will definitely be back to grab some beers and possibly watch a game :),Neutral,0.85
372,The food here is excellent. Food is priced well. The Eggs Benedict and the Kitchen Sink were incredible. I enjoyed the food so much here and well-cooked. The food was fantastic but has a small portion. I highly recommend this place and will continue to go back.,Neutral,0.9
373,While there is no doubt this is some of the best pizza in town  the lines and the wait are brutal. I have ordered from here three times and every time it took 30/40 minutes longer than I was told over the phone.,Complaint,0.95
374,holy moly the raviolis taste like fingerolis. CORRECTION: in case it wasn't clear Yelp HQ I did NOT enjoy my ravioli at the Olive Garden in Willow Grove and the only saving grace of the experience was the fact that they DID taste like fingers :),Complaint,0.95
375,I've been trying to make my way here since I first saw the king cake beignet on Instagram. I'm happy this place did not disappoint. It was very busy and we barely found a seat. Please keep in mind there is no wait staff. You have to order at the bar. I had the panini which came with truffle fries. The prosciutto had a strong taste which I personally did not care for but if you like prosciutto I'm sure this sandwich would work you. The truffle fries were delicious. I ate them all and they were cold! The king cake beignet had the traditional beignet dough flavor with a sweet glaze. The filling tasted of cream cheese and walnuts. I tried the queso and was surprised it tasted so freshly made. The flatbread was amazing. I'll get it next time I go. I also want to try the beignet flight. This place would make for a cute date.,Neutral,0.85
376,The place is nice  The servers treat you so kindly  I felt like I was a queen that's how nice they are. All in all  this is a good waffle house!,Neutral,0.95
377,Only been for takeout a handful of times but the good is always hot and fresh. Chicken is cooked well and dish is packed with flavor. Only warning is the food is quite spicy so if you don't have a high spice tolerance just opt for medium or mild.,Neutral,0.85
378,We really liked this place. You choose which seafood to have steamed in a bag  and what kinds of sauces. It can be pricey if you choose lobster or king crab  but you can keep the cost down with cheaper but yummy options. We had fun and will go back. The Cajun spice was good. I will probably just do garlic sauce next time. I'm allergic to shrimp and was happy that I didn't have a reaction when I just ordered clams and muscles. Over all  it's fun to put on a bib and get buttery with your food:),Neutral,0.85
379,This cafe was okay. Their cheese grits were great. The breakfast sandwich and boudin omelette were meh. I'd only eat there again if it was the only place we could get into (which is why we ate there the first time). Service was good!,Complaint,0.85
380,My fiancé and I dined here for a date night. The atmosphere is very neat. It is a bit rambunctious due to the kitchen being open  but it creates a very unique dining experience and ambiance for diners. We ordered a vodka lemon martini  which was excellent. For dinner  we ordered Caesar salad  which was a perfect compliment to my ribeye  and my fiancé's chicken Parmesan. My ribeye was ordered medium rare  and cooked to the correct temperature. It did lack flavor  but it was a solid steak--nothing too excellent but satisfying. My fiancés chicken parm was excellent  unfortunately it was probably better than my steak  but a knockout for the menu for sure! Service was sufficient  but not excellent due to them being busy  totally understandable. This is a solid restaurant if in the area.,Neutral,0.75
381,Solid Tex-Mex food. Decent prices. Saved us during a stint at the beginning of May 2020. Definitely order the Wet Burritos here. Quite good. I'm not a huge burrito fan  but dang these were stick to your ribs good (and so filling my husband couldn't even finish it).,Neutral,0.95
382,My go to spot when I am craving Poke. The atmosphere is nice and clean and the workers are very fun and energetic. I love the variety and amount of options they provide as well as their expansive Hawaiian inspired menu. The portions are just right and the flavors are amazing. One downside is depending on when you go in the fish isn't always fresh  but this is a somewhat rare occurence.,Complaint,0.85
383,We rolled into Clearwater in bumper-to-bumper traffic on the weekend of the outback bowl! Tons of Razorbacks and Nittany Lions everywhere in the street and on the beach it was great to see the crowds enjoying the beautiful Florida weather. This location of the clear sky has been a favorite of ours for years because it's steps away from the public access to the beach. After a nice long walk on the beach my husband and I slipped into a beautiful table outside just in time for the happy hour half-price drinks who doesn't love it! We ordered fried grouper bites excellent  as well goat cheese portobello mushroom flatbread a little bit more of a cracker and too crispy for me wouldn't get it next time but very tasty. My husband had the grill triggerfish sandwich which was delicious and of course you know you just need a few extra things so we took home a burger that's a crowdpleaser all the time. Service is great outdoor people watching excellent and the food is is good. Live music Sunday - steel drum solo man with great rhythm and a great singing voice. Happy hour half price drinks only Monday thru Friday but $2 off on Sunday! The restaurant has eco friendly straws if you must use one.,Neutral,0.95
384,This fun shop had good seating  live music on a Saturday  and great cappuccino. Would have easily given 5 stars if we had been acknowledged by the barista  been asked to wait as he was obviously short staffed or maybe even received a smile. I would go back because I like the name  but the coffee is good too.,Complaint,0.9
385,Nice vibe and good food  service was fast. I was having Creole food for first time  while it was good  it will not be on top of my list. Expect to be surprised by the taste. The portions are small so pls order side dishes and appetizers. Good tropical daiquiris which are a must.,Neutral,0.8
386,The food was absolutely delicious. The only bummer was finding out the injera is made from only part teff flour  because im gluten free,Complaint,0.85
387,Overall good food. The pizza was good  had a homemade taste and the wings are great. The garlic bread was burnt and terrible though and we weren't refunded for it  but the waitress and staff was friendly.,Complaint,0.9
388,I've been coming to this quaint little restaurant in Safety Harbor for over 10 years. Another 'go to' place for me. Great menu variety - definitely something for everyone  tots of beers on tap and great service. I always go for the Fried Green Tomatoes - just delicious. It's usually my spot for a light lunch of assorted appetizers after a long walk between parks. Mostly all outdoor seating- open air - sun and shade it's a great place to unwind and take in the relaxing vibes of Safety Harbor!,Neutral,0.95
389,A cute little space in the CBD. Outdoor seating was available  and looked very nice  but it was too cold to sit outside. Service was right on top of our needs  making sure our drinks and water never were empty. Appetizers (shareables) were good portion sized  the meals were very good.,Neutral,0.9
390,LOVE the pesto  always hits the spot for pasta cravings when in SB! Quick  easy  and cheap. Love you presto!,Neutral,0.95
391,This place is always very consistent with their food and the service. The location is great...(a few steps outside the Quarter.) We started with the tuna tataki  then had some rolls and split everything. We were very happy with the food selections that we made. We will go back again soon.,Neutral,0.95
392,Was looking for somewhere close to work to get food from. Delivery here through DoorDash was going to be $23 just for a $12 burger so I decided to just go get it. Aside from the gluten free bread tasting like a sponge  everything was fine;,Complaint,0.85
393,went to the bar and got the garden of greens drink with rum. very yummy  only taking away one star because it was $12. i like the atmosphere here and the bartender was very friendly!,Complaint,0.8
394,Reluctantly tried this today  despite the rating. The gentleman that was serving was in on the ball and friendly. (Hard to find in today's labor pool.). Service was quick for only having one person serving. I did the triple entree  and was pleasantly surprised. The orange sesame chicken was cooked perfectly and delicious. Green beans were crisp and well seasoned. I tried the spicy potatoes  which were delicious. My only reason for the 4-star rating was the potatoes. Had they been cooked a little softer to be able to cut wit plastic ware or maybe just cubed or even cut to half the size for easier eating  that would have pushed the 5th star. Glad I stopped here for lunch while in the mall.,Suggestion,0.85
395,If you've ever enjoyed Paradise bakery (rip)  this is absolutely the place to go. Their tomato soup is AMAZING. I go here just for the soup! Outside of that  their customer service is good. They have fantastic soups & salads and everything comes with a cute little croissant. Try this place out!,Neutral,0.95
396,Very good  quick service  amazing food. Chips and salsa were literally the best I've had anywhere. Would recommend. Just wish they had frozen margs  hopefully they add that.,Suggestion,0.9
397,I was down for the count  and had been making my rounds getting different kinds of soup.. it was Pho's turn... I actually thought this was the place I normally go to but apparently it was not... I was not at all disappointed tho... I got the brisket & ribeye pho and it was delicious... the broth is every so slightly sweet but also peppery it was right on point with what I needed in the moment. I thoroughly enjoyed it and can see why the reviews are all positive. I now have an additional place to get great Pho... I'm looking forward to trying other menu items.,Neutral,0.95
398,Not bad. We had the Cuban pollo platter which was very tasty. The chicken breast was small and dry but the flavor- just the right amount and combo of spices - was good. The beans and rice were excellent and the maduros were absolutely addicting. It gets a minus one star for uncomfortable seating inside and out; and dirty tables and floors.,Complaint,0.9
399,Food was very good and the view was fantastic. We sat outside for the kite festival and enjoyed ourselves. Our waiters name was Devon who was very friendly and attentive. They have valet parking and let us keep our car beyond the 2 hour request. I am not giving this 5 stars because of the front reception staff. We weee told we didn't need a reservation for lunch to just come back to the desk to be seated (we had 45 minutes till lunch service). When we did my husband was greeted by a rude young man who said they weren't seated. My husband explained and ultimately requested the manager who was pleasant and seated us. Overall good experience except for the hic,Complaint,0.85
400,Great outside dining area. We were there on a Sunday for a Sunday brunch which their brunch menu is somewhat limited. The food was good. I had the Salmon bowl and the salmon was cooked perfectly. My wife did have the bottomless Mimosas. Prices are reasonable.,Neutral,0.9
401,I love going to this place  the views are pretty awesome. The food is good  especially the blue cheese chips are so amazing. Also the sweet tea is the best sweet tea I've ever had. The service was actually pretty good for us each time we went. I tried before the boneless wings and the cheese burger  they were both pretty mediocre. However I'd still keep going back.,Neutral,0.75
402,Some of the best Jamaican food out here and trust me when I say that's a HARD find. My go to is stew chicken all the time but TODAY?! Something about todays plate that had every one attempting to violate my 'get six feet' order. It was BUSSIN BUSSIN! And the price ain't too shabby for the amount to get! Of course ima order again duhhhh! Lol,Neutral,0.95
403,Our server Sarah was amazing! We had oysters on half shell  hush puppies  grouper bites. All was very good. Fun and casual atmosphere with TVs!,Neutral,0.95
404,Was seated by the door- not my fancy  so I asked to move. It was no problem!! My server asked all the right questions that fit with my group dynamic - checked on my at least four times during the meal - he was just 'all over it' with all his guests - He had the Perfect disposition for his job! I ordered the regular ribeye but asked to have it fire grilled. It was cooked just as I like it - med rare and was just delicious. I added mushrooms and onions   which I love and they were also cooked well. Sides were cooked perfectly - sweet potato and garlic butter asparagus It was an overall really good experience.,Neutral,0.95
405,The food quality was a-1 as far as the meats Very good The pancake was the best one i had here in stlouis. I am an experienced kbbq eater and the server was treating me as if it was my first time not bringing out any lettuce   jalapeños   garlic and what not. The portions wasn't as much as i thought honestly should of gotten the large,Complaint,0.85
406,We were able to make reservations for New Years Eve which was such a nice treat since most big events in the city were cancelled. The staff was very welcoming and seated us about 10 minutes after our reservation time (not bad considering it was very busy!) Our order was taken quickly and the server took care of our wine (no corking fee...bonus!) Our four course meal was up charged to $85pp because of the holiday. It took a while to get each course  however I believe it was because the restaurant was rather busy. The burrata was good  not great. It had a caprese style to it  so maybe my personal preference but I didn't love. The gnocci was good  not great. A little too oily for my preference. My third course was another pasta option which was good but not bursting with flavor. When it came time for dessert  it had been over two hours since we started to eat so we decided to take it home. I got the lemon blueberry oil cake and it was delicious! Overall our experience was good not great. I think the $85pp up charge was a bit of a turnoff  however it was NYE so that is to be expected. The food wasn't amazing but it was still good! Our servers and staff were all wonderful and the ambiance of the restaurant was very cute! Would I go back? Maybe! Just not for an $85 pre fixe meal.,Complaint,0.8
407,Vibe is amazing. Not a long wait time. Food was great but wish there was a larger list of options on menu.,Suggestion,0.9
408,Pretty decent. I want to give only 3 stars but something more like 3 and half would be more appropriate. The food has potential to be so delicious but I'm not sure if we came on an off day but everything was kind of lacking flavor. The mimosas were okay. I think I just personally prefer OJ. The beni could've been good if the asparagus was cook a bit more and the hollandaise had just a touch more flavor. The poutine was our favorite thing; could use a bit more of the gravy but still delicious. I would like to return some day for a second chance.,Suggestion,0.85
409,When you wake up groggy from a night of fighting with electrical issues  you want breakfast that can be delivered quick and be hearty. Well  I found it with Wendy's yesterday. Through their magical app  where you can also get points for freebies later  I placed the order for the fam  it gets dispatched to the store  and DoorDash handles the logistics. I was lucky enough to not only have a Dasher close by for immediate pickup  the order was correct  and most importantly HOT!!!! This store goes through its pains of staffing and sometimes does not always read notes in full. The only reason I'm giving 4-stars this go around is a miss on some order notes. When someone requests coffee with cream and sugar  sugar is not equal and sweet & low; both of which not the best for the body. Other than that the cold brew was amazing!!! Thanks for great food and a great recharge at an affordable value and was worth every bit of it and delivered in just about 25-30 minutes time. Can't wait to order again soon!!!,Complaint,0.85
410,My first time visiting the P&P on Grant after being a loyal Campbell Ave customer. I don't know if it's the 'state of things' or what  and it's subtle but still  I noticed corners cut. I've ordered the everything croissant sammie  like  every time I come. It's the best. And I know what it COULD be. And this one  well  WASN'T. This time it seemed like there's less 'everything' on the croissant  the whole thing wasn't really warm  the eggs were weird flat scrambled patties  the cheese wasn't exactly melted  and the croissant itself wasn't as fluffy and awesome. The crispy potatoes were mostly whole. Don't get me wrong  the flavors were there. But it wasn't the same. If this is what it's going to be like from now on I'll be sad. Still top notch French 75s though!,Complaint,0.95
411,Excellent food best brunch in town Wish there was more of a seasonal variety Love they are in the Wesley chapel area and are close to shopping,Suggestion,0.92
412,Frank's closed for good... Out of Business. Sad. New restaurant and bar scheduled to open in early 2022 according to sign on door  called OTR (On The Rocks LLC).,Neutral,0.85
413,Not a put lot of Places to eat in Land O'Lakes I found this to be delicious Locos sitting everywhere very popular place food is delicious good job Chef,Neutral,0.88
414,Found a new Chinese spot on the block and we decided to give it a try. My boyfriend thought the soy ribs were okay. It had good flavor but it was on the dry side. The salt & pepper shrimp was pretty good. Did not lack in flavor. The combo fried noodles was probably everyone's favorite. The fried pot stickers is a 8/10. Lastly  the bao was probably the most disappointing thing for me. It was so salty that I felt like it was dipped into the ocean. Hopefully they make the bao less salty in the future. Overall  everything was pretty good. Environment : This location is the old Korean restaurant. Everything inside still remains the same. Therefore  the parking spots are still tight and small. Service: there was a nice sweet man that greeted us and cashed us out. The restaurant itself didn't have many customers when we arrived so hopefully this business gets more customers so it can keep running. I would rate this place a 7/10 from the food we got.,Complaint,0.93
415,This is a good place for breakfast! We go often. The pancakes are huge. The skillets are delicious. The French toast is yummy. The OJ is refreshing. They try to be as healthy as possible. There are several options for those watching their diet & vegetarians. They always have these nutritious juice blends. They also write certain seasonal specials on the chalk board. The service is great. People are very friendly & helpful. I definitely recommend.,Neutral,0.9
416,Good bagels with a multitude of different fixings. They are always busy  which is a good sign! I am not a coffee lover but my husband is and he has been very happy with his choices. I am looking forward to returning and trying the biscuits and gravy!,Neutral,0.87
417,I first had this 4 years ago in cincy. When I found out they had a location in Indy  I had to go. I ordered the same exact meal I had 4 years ago plus a few extras. The chicken club  Mac and cheese  sweet potatoes  cornbread  succotash  herb fries. It was CFP championship day so they were prepping for the long night. We got there at 4 right when they opened and they were already crowded. The sandwhich was good  It didn't wow me like before. The Mac and cheese are just spiral noodles with a wet cheese sauce  the sweet potatoes were cold and the marshmallows were charred but not warm (these were replaced and not charged when we requested a fresh order)  fries were delicious and flavorful  the cornbread was probably my favorite side  the succotash was also cold. I'm not taking off many stars because I understand the rush and trying to be prepared. The 4 stars is cause the flavor was there  was just lacking in temperature. Would def go back to watch a sports game  it's the perfect set up!,Complaint,0.94
418,I come here every trip to New Orleans sometimes I eat here twice. If it is lunch  it the Ferdi  if it is breakfast  it's an shrimp étouffée omelette. Trust me  don't be talked into substituting shrimp creole for shrimp étouffée; it's no contest.,Neutral,0.86
419,So glad they opened this second location so I don't have to hunt for and then pay for parking to visit the restaurant. Also don't have to contend with the traffic on Mandalay Avenue. Friendly staff. I ordered takeout of tuna and salmon nigiri and it was very FRESH  well packed  with high quality ginger and strong wasabi. Look forward to visiting again. I ordered my takeout by walking into the store  but I noticed today that there's a separate door or window around the corner  on the side street  that said 'PICKUP' or 'TAKEOUT.' Will try that next time. Full bar.,Neutral,0.89
420,Spent a Saturday afternoon on the rooftop and had the best time  it's a Broadway bar so I wasn't surprised when some of the drinks had a soft poor but the overall live music and atmosphere and decorations made this one of my favorite spots. Although I didn't eat at this location and cannot speak on the I recommend the rooftop and drinks to anyone visiting Nashville!,Neutral,0.88
421,I eat here at least twice a week. This particular location always runs out of essential ingredients in the evening  such as avocado  certain type of bread  arugula  certain cheese  certain chicken  even apple--you name it  they don't have it. Not sure if this is part of the supply chain issue or it's just not properly managed. Other than the 'sold out' issue mentioned above  it's a typical Panera Bread.,Complaint,0.96
422,Awesome cookies of all types and flavors. A bit crazy on a weekend night and a small place with no organization but...with the wait!,Neutral,0.84
423,Got two pizzas for takeout on NYE. The husband and I really liked the traditional hand-stretched crust. We got the rosemary potato and the wild mushroom pizzas  and they let me order the wild mushroom with red sauce (as opposed to the traditional white). I thought the rosemary potato was a litttttle too salty (the spinach or the olive tapenade) and had to alternate bites with the crust to even out the flavors  but the wild mushroom was excellent. Will definitely dine in to try some of their other pizzas and entrees at some point!,Complaint,0.91
424,The ambience is great. .and so is the food!! My favorite was ceviche which was made at the table  and was delicious. Quantity is similar to other Mexican restaurants..overall we left with a happy experience. Thanks.,Neutral,0.9
425,We have ordered from here a couple of times and it never disappoints. Everything from the wraps  burgers and pizza is great. I highly recommend the grandma pizza and the avocado wrap!,Neutral,0.87
426,Really nice restaurant! Fast service great staff  giving it a 4 star review just because I didn't like my dish lasy time  next time I'll try something else! Everyone else in my party LOVED their food! Definitely give it a try!,Complaint,0.92
427,We had our order delivered to our hotel which was so convenient after a day's travel. The lemon chicken was absolutely delicious The chicken with cashews was so good had a great kick to it. We had our order in about an hour hot and fresh.,Neutral,0.88
428,Had a couple of martinis here with my fiancé and was very happy with how delicious the drinks were. Didn't realize how expensive food was  would probably come here for a special occasion due to the price however I would definitely come back for drinks. We came on a Monday so it wasn't very busy  and the weather made it too cold to sit outside. Heard great things about this place so I'll come back during summer to enjoy the outdoor patio.,Neutral,0.85
429,Jeannine's is a nice breakfast and brunch spot across from the wharf with ocean views. I ordered a simple two egg breakfast with toast and fresh squeezed orange juice. I placed a to go order and enjoyed my breakfast in the sand! The staff were very welcoming and quickly took my order. While I waited  I noticed how cute and quaint this place is. I was quickly served and left to the beach to enjoy. I would say my breakfast was about 3.5 and the juice and service was a 5! My eggs and potatoes were meh and sourdough was good. I think next time I will try a pastry (that seems to be the thing to get at Jeannine's).,Neutral,0.86
430,Came here to try a new joint for dinner and drinks. It reminds me of a friends basement bar. Drinks were poured well and there is an entire page of the giant menu dedicated to BURGERS. The Cajun burger  add bacon and Guac was delicious.,Neutral,0.89
431,Love almost everything there. Their Generals is not traditional Generals but its great. Hot and sour soup is great. Fantastic eggrolls. Their weakest dish is their fried rice...not very good. Dry and not much meat in it. Other than. That I recommend the Generals  mandarin chicken  Korean bulgogi  sweet and sour chicken  sweet and sour pork  shrimp and garlic sauce.,Complaint,0.93
432,Great place for seafood! We got the boil bucket for 2. Free hush puppies with meal. The crab was a tad overcooked  but they replaced it. Waitress was attentive and food was tasty!,Complaint,0.91
433,Such a nice addition to the neighborhood  very cozy and delicious. The speak-easy downstairs is pretty neat too. I would have given Bocca 5 stars  but I came here with friends one time and checked the website to see if they were open  they were... but once we got there they were closed for a private party with the doors locked. Also  came for a birthday celebration and the owner/manager was slightly cold. My recommendations  the baked goat cheese and beet salad to start. For an entree  the della casa  but substitute the shrimp for ground sausage. Finally  finish it off with the bombolini.,Complaint,0.94
434,Excellent choices of sushi and our server was actually friendly compared to the other AYCE sushi joints. We tried them all and would go back to this one.,Neutral,0.87
435,Today is an updated S/O to Molly Mallory's on the continued and quality products they deliver to the customers! Today I wanted to bring friends from out of town to get a great breakfast! The portions are always sizable and the service was great! The drinks that accompanied our meal were just what we needed! We all took home a 'Pop Tart'! This filling was citrus flavored grapefruit...So Yummy! Keep Doing Your Thing Molly's & I'll Keep Coming Back For More!,Neutral,0.89
436,Some of the best chicken wings anywhere PERIOD. Hooters got nothing on these wings. KFC you must have missed the cooking lesson that the head chef here attended cause you could use the help. This would open Popeye's other eye in surprise. Nowhere in Buffalo can touch this place and I hit at least 15 places up there looking for great wings. Oh  BTW  They have great Pho Ga and other Vietnamese dishes. Only big negative is that they do not have a grilled chicken dish on the menu. So my go to Grilled Chicken Vermicelli is absent and no 5 starts for this place.,Complaint,0.95
437,Classic dishes with a historical NOLA feel. I loved the decor and music of Brennan's! I felt transported back in time. We ordered the 'A Chanteclaire Christmas' and 'Advent En Audubon' and they both tasted well balanced. I really enjoyed my turtle soup and my boyfriend enjoyed his potato rosti. The ham and eggs were a little dry in our croque madames. I also couldn't really taste the black truffle in the croque madame. My boyfriend thought the cheddar grits were very good. The banana foster was great! I loved the flambé at the table. I was a little disappointed that we didn't get to hear the history of the banana foster that I heard other servers explaining to the tables around us. Despite the minor critiques I've written  I would recommend Brennan's to friends and family. I would like to return to try their dinner menu in the future!,Complaint,0.92
438,Cool vibe  great drinks  inside and outside seating. Great menu This is a great place to go for a date night or drinks with friends. It can get loud on the weekends because it's such a fun place to be. I love how they offer indoor and outdoor seating but all is covered so if you have a typical Florida rain you're OK. The menu is creative the food is good and the drinks are amazing!,Neutral,0.88
439,Good chi gao but could use mint leaves and or cilantro. The place was very busy which is a good sign. And at 2 that's impressive!,Suggestion,0.9
440,We tried this place for the first time for lunch. It was really good and the portions are large. We shared our entrees I had the gyro with roasted potatoes and my husband tried the calamari which came with rice  bread  green beans and potatoes. The location is on a side street from 36 you may not see it from 36 but worth looking for. Next time we're definitely trying the flaming cheese appetizer. Back here today for lunch. They have a nice variety of options from appetizers  sandwiches and entrees for lunch. There's even a lighter side option served with a salad and smaller portion for lunch or dinner.,Neutral,0.86
441,New to St. Louis  checking out everything recommended. Brussel sprouts were good  the fish sandwich was better than okay  and the burger was okay. The drinks and service were excellent.,Neutral,0.85
442,I might not have noticed this place  as it is on the lower level of the building. A Too Good to Go offer brought me in  and I'm so glad I know it is here. It's the only cafe I've seen that offers misugaru  a grain-based breakfast drink. Since I'd only ever had it from the instant packets that a friend shared with me  I had to give that a try. They've got breakfast sandwiches with bibimbap that I need to go back to try. And the dalgona coffee  too. They use local La Colombe and Caphê coffees and Philly muffins. Great local business!,Neutral,0.87
443,Loved the area & ambience  super cute. We only got to try one item but will be back for sure. The Smoked Pastrami Reuben on Seeded Rye was delicious. It was a good portion & tasted really good. We split it. The mustard was a bit too much for me & burnt my nose. My husband loves meat and he said he wishes it had more meat it in. The side salad was very nice & refreshing  with great dressing.,Complaint,0.85
444,Great place to hang quietly with a friend. This establishment utilizes local farmers  bakers  etc. Everything I have ever tried here has been great. I found a sandwich that I was in love with  but they removed it from the menu! Great grilled cheese here!!! Handmade aprons and cool little gifts... Definitely check it out. The staff is super nice! Avocado BLT  Chicken Goat  Roast Beef Sandwich  and Charcuterie are some great choices.,Complaint,0.8
445,I've been on hunt for a great study/work spot to hang out in when I need a change of scenery and I got just that. The atmosphere is so inviting and cozy here. There is plenty of seating so you don't have to worry about popping in for work and not being able to find a seat. The noise level was also perfect. I was a little worried that because this is a bigger coffee shop and it's downtown  it may be loud but it really wasn't. I ordered a cafe con leche and a Cuban sandwich and everything tasted delicious  flavorful and fresh. They do make the cafe con leche with condensed milk instead of regular milk which resulted in a foamier coffee. However the Cuban sandwich was made to perfection. I can tell it was fresh because the cheese melts away with each bite and each component of the sandwich was crispy and hot just the way I love it! All in all  if you're looking for a chill study or workspace  I'd encourage you to stop by. I can't wait to come back!,Neutral,0.95
446,Stopped here for lunch since I have never been to one before. Our waitress was very nice and patient with us since we had to research the menu a little before ordering. I ordered the half salad half club sandwich meal. It was a much larger portion size than I expected and was very good. I had to take home half of the sandwich. Prices were fair and they do have a full bar if you are interested. I will be back next time I am in town.,Neutral,0.97
447,We wanted to try out the Thai place so we decided to have dinner at Veggie Thai Cafe. It is a small cafe run by the family. After browsing through the menu we decided to order Crispy Spring Rolls  Veggie Pad Thai and Veggie Red Curry. We got our order in 10 minutes. The food was freshly cooked and it was hot. The spring rolls were perfectly fried as well as we loved the pad Thai and vegetable red curry. It was different from the normal Thai restaurant as it was all cooked with veggies.,Neutral,0.98
448,We stopped at Famous Dave's after a morning of shopping and we enjoyed the meal! The lunch specials are great and comes with 1  2  or 3 meats; a side; and a cornbread muffin (which was frankly the best cornbread I've ever had). I ordered the 2 meat combo ($11.50 at lunch) and requested the brisket and the bbq chicken. The brisket was flavorful and juicy  which was great. The chicken was OK. it was definetly juicy which is good  but I wish I would've realized I could've asked for the spicier sauce. The original BBQ sauce is just too sweet for my liking. Ultimately  I think we'll be back if we're ever wanting some bbq!,Suggestion,0.9
449,Very nice. 4 25 Unassuming nice little spot  friendly service and nice conversation w/ what might be the owner or manager. Sangria and beer. Lots of delivery-take-out happening. If anyone had to wait on their pick up  they were offered a water or drink while they wait. Super nice. We tried the lomo salteado  which did not disappoint- steak  soy  garlic onions tomato peppers still a bit crispy fry base and side of fluffy arroz. Hubs tried the chaufa chicken   Peruvian fried rice  ok but a little 5 spice flavor which we don't love. It's like cilantro  not everyone is a fan! Eager to try the rotisserie chicken and maybe a delightful delicious dessert!,Neutral,0.96
450,Iron Hill's are really good. Their food is actually better than their beer and there isn't anything wrong with the beer. These are big and clean places. They are perfect restaurants for first dates  business meals and family time. Lots of choices of yummy comfort food and an original selection of beers. I wouldn't go out of my way just for the beer but I would for the overall experience.,Neutral,0.97
